substrate_concentration,uncomp_inhibitor_20000.0_um,uncomp_inhibitor_90000.0_um,uncomp_inhibitor_160000.0_um,uncomp_inhibitor_230000.0_um,uncomp_inhibitor_300000.0_um
0.0,0,0,0,1.0055822980442264,1.5804067015050325
2.000400080016003,0,0.23301666813396898,0.7458125718633455,0.05849531596223501,0.5868750070646361
4.000800160032006,0.35719921665728893,0.06998163484721755,0.25341168989475155,0,0
6.001200240048009,0.8061772176168215,0.15204835995410254,0,0.12964796242671606,0.2141712884025546
8.001600320064012,0.4570174019257284,0.6324568916720342,0.1561504335893351,0,0
10.002000400080016,0.36693957331375227,0.8902007984374534,0.5321663493034321,0.24797316095183175,0.5915468530560126
12.002400480096018,0.7863060112779958,0,0.44639893789369756,0.3003521624778566,0
14.002800560112021,0.6876664481655684,0.5315334628851744,0,0,0.05642906259038061
16.003200640128025,0.7656557624339152,0.5191709346360389,0,0.8215446774678671,0
18.00360072014403,0,0.1308412536530393,0,0,1.241703942506124
20.004000800160032,0,0.8467081430518297,0.7731993007404546,0.568219323135273,0
22.004400880176036,0,1.2124366926571652,0.6575795799142943,0.23264688015812474,0.6974716332620429
24.004800960192036,1.521863490961493,0.14702298687840853,0.6415545048163349,0.3730549312528164,0.957450315424998
26.00520104020804,0.51237119093957,0.3002902123485762,1.475866286930359,0.2039433377990369,0.07222413707738434
28.005601120224043,0,0.8475515822417277,0.9869218206511188,0.35577961210244446,0.5369265707405753
30.006001200240046,1.1323273657091766,0.2871744776862729,1.0214656723892546,0,0.3119179243740552
32.00640128025605,0.5670232030686185,0.9271542268495074,0.4020059060393624,0.3626012193068464,0
34.00680136027205,1.1889768688919893,0.3175162424964606,0.2463394197653963,0.3470261548785276,0
36.00720144028806,0.4776161902177205,0,0,0.42149410244960317,0.718174960999118
38.00760152030406,1.8265683352716051,0.5152359240728123,0.5570504109969947,0.5219618457158333,0.9239743828169256
40.008001600320064,0,0.006819047868686479,0.7991348007726371,0.5302864533176246,0.10109803646520354
42.008401680336064,0.6799254166753692,1.2159160939903169,0.27430021390067033,1.3958842744840378,0.4689903437454581
44.00880176035207,0.9517611176768267,0.006106089898068934,0.9679654698681106,0.15913660062874468,0.7165658466098823
