substrate_range,reaction_rate
0.0,0
2.000400080016003,0
4.000800160032006,1.0208304666895065
6.001200240048009,0.9956086674966487
8.001600320064012,0.7516316621553363
10.002000400080016,0
12.002400480096018,0.3616191599693088
14.002800560112021,0
16.003200640128025,0
18.00360072014403,0.5086434818190553
20.004000800160032,0.24412966021490082
22.004400880176036,0.018291055146399504
24.004800960192036,0.4258658657817156
26.00520104020804,0.44520522974263727
28.005601120224043,0.3014994940204232
30.006001200240046,0
32.00640128025605,0
34.00680136027205,0.9072118837878541
36.00720144028806,0.3825363385970495
38.00760152030406,0.2825202289995774
40.008001600320064,0.5133670874544592
42.008401680336064,0
44.00880176035207,0.0022030745265371188
46.00920184036807,0
48.00960192038407,0.6127304805085897
50.01000200040008,0.7769374361746059
52.01040208041608,0.5837911045451684
54.010802160432085,0.7513397560923585
56.011202240448085,1.1042866735476753
58.01160232046409,1.440846669417489
60.01200240048009,0.5705217344905555
62.0124024804961,0.8902895224612625
64.0128025605121,0.334908707910138
66.0132026405281,1.0939463288704134
68.0136027205441,0.3174957415490308
70.0140028005601,0.14414903801106127
72.01440288057611,0.35203255998601046
74.01480296059212,1.0351942125049047
76.01520304060811,0.5038683720901385
78.01560312062412,0.7125006819226651
80.01600320064013,0.6511585164922585
82.01640328065612,0.7500143825813098
84.01680336067213,1.1931570450192395
86.01720344068814,0.5142600949918779
88.01760352070414,2.516360757142153
90.01800360072014,1.1064926240954736
92.01840368073614,0.486590368076518
94.01880376075215,1.1180734909514247
96.01920384076814,0.9887396802329445
98.01960392078415,0.9615195478102135
100.02000400080016,1.6691908613739295
102.02040408081616,1.149312993230116
104.02080416083216,0.686302086865703
106.02120424084816,0.9646234413918933
108.02160432086417,1.6465815032758557
110.02200440088018,1.22534022995361
112.02240448089617,1.1657210907594417
114.02280456091218,1.5850435721460219
116.02320464092818,1.0371819204071984
118.02360472094418,1.2917847294206544
120.02400480096018,2.2505386287555416
122.02440488097619,1.1008323088234848
124.0248049609922,0.6415849771964874
126.02520504100819,0.9657867926787704
128.0256051210242,1.7719469929075948
130.0260052010402,1.204032177698679
132.0264052810562,1.0904754581954097
134.0268053610722,1.917902261336504
136.0272054410882,0.9928373806390355
138.02760552110422,1.2029497002078164
140.0280056011202,2.271961795731562
142.02840568113623,0.27251586268391126
144.02880576115223,1.948367670632636
146.02920584116822,1.0172539357123853
148.02960592118424,0.9647650317833129
150.03000600120023,1.1703474046791151
152.03040608121623,2.249638051996224
154.03080616123225,1.8766622835923257
156.03120624124824,1.7535890258006503
158.03160632126423,0.9521349080005376
160.03200640128026,1.3477629894234282
162.03240648129625,1.7483881100540444
164.03280656131224,1.9227254097449729
166.03320664132826,1.2082581369578018
168.03360672134426,1.243266112333258
170.03400680136028,1.5733989552145355
172.03440688137627,1.9418166656996614
174.03480696139226,1.9741803220613166
176.03520704140828,2.1918221831705944
178.03560712142428,1.9044390734280177
180.03600720144027,0.9580234225927032
182.0364072814563,2.1556956880496507
184.03680736147228,2.7251982272281845
186.03720744148828,1.8666894071385334
188.0376075215043,2.076400561548356
190.0380076015203,1.451986217423108
192.03840768153628,2.5237152229928563
194.0388077615523,1.6843342408263706
196.0392078415683,1.945002689100501
198.03960792158432,2.260692200605961
200.0400080016003,2.256905315040442
202.0404080816163,1.4138110280997567
204.04080816163233,1.4408375283191366
206.04120824164832,2.1503345345392026
208.0416083216643,2.576787007956242
210.04200840168033,2.4015468427378197
212.04240848169633,1.733628857142156
214.04280856171232,2.2059125274437434
216.04320864172834,0.6440707380075978
218.04360872174433,2.6257561329994448
220.04400880176036,1.9349886852298475
222.04440888177635,3.1483464889238633
224.04480896179234,2.5012708315029117
226.04520904180836,2.023755838199841
228.04560912182436,1.5292501576815862
230.04600920184035,2.9003230563148046
232.04640928185637,2.614509261884817
234.04680936187236,2.189068946933438
236.04720944188836,2.108404288011064
238.04760952190438,1.1739995770630023
240.04800960192037,2.220143962830685
242.04840968193636,2.7949503946085925
244.04880976195238,1.6682273347320542
246.04920984196838,2.54124350181147
248.0496099219844,2.281025353438071
250.0500100020004,2.2067356808822587
252.05041008201638,3.1319487596289033
254.0508101620324,1.921208788775873
256.0512102420484,1.809165263533754
258.0516103220644,3.261154732899737
260.0520104020804,1.0298395081921523
262.05241048209643,2.356620262657816
264.0528105621124,2.04992927141165
266.0532106421284,1.8790206165190755
268.0536107221444,2.92521072020993
270.0540108021604,3.0103843813795566
272.0544108821764,2.586693285330534
274.05481096219245,2.090701172720797
276.05521104220844,2.088040592919756
278.05561112222443,2.313254181480394
280.0560112022404,2.49463486590128
282.0564112822564,2.444596746651449
284.05681136227247,2.2698694073408174
286.05721144228846,2.330038276059071
288.05761152230446,3.043590300372408
290.05801160232045,1.6292214689938502
292.05841168233644,2.2550125380173536
294.05881176235243,3.535844479579884
296.0592118423685,3.190324679130546
298.0596119223845,2.2505595202559743
300.06001200240047,2.7914702241551708
302.06041208241646,2.915980666757732
304.06081216243246,2.563197618266935
306.06121224244845,2.365551751772735
308.0616123224645,2.724567206089845
310.0620124024805,2.55159298068416
312.0624124824965,2.2359791058224183
314.0628125625125,1.806474047530891
316.06321264252847,2.953172430377074
318.0636127225445,2.6699889565096275
