substrate_concentration,comp_inhibitor_20000.0_um,comp_inhibitor_90000.0_um,comp_inhibitor_160000.0_um,comp_inhibitor_230000.0_um,comp_inhibitor_300000.0_um
0.0,0.31123220840901383,0.38662110936981375,0,0,0.6350849115818143
2.000400080016003,0.08227365967973221,0,0,0.5957167304055182,0
4.000800160032006,0,0,0.379644563125912,0.7316829446492045,0
6.001200240048009,1.294677449753771,0,0.2462985020097797,0,0
8.001600320064012,0.39091521873960877,0.6868907040240702,0.3782999356802845,0,0.3516656322832283
10.002000400080016,0.39682017370019984,0,0.10790581900562848,0.006769004307145204,0
12.002400480096018,0.835008051803668,0.04529834860956992,0.8736991333563026,0,0
14.002800560112021,0.6397656003814245,0.16746682791570583,0.4956104169821244,1.3349441360220966,0.0747655176346761
16.003200640128025,0.4917097230589912,0.036585550887360825,0,0,0
18.00360072014403,0.19976785173261827,0.018747663850941038,0.6383196736217074,0.2917760702308098,0
20.004000800160032,0.7147087524289988,0,0,0,0.4517559934458891
22.004400880176036,0.1789243751134053,0,0.3641990304457109,0,0
24.004800960192036,0.7092122527436195,0.6579559502250715,0.1257637564881725,0,0
26.00520104020804,1.2182426481914488,0,0.47267264598508296,0,0
28.005601120224043,0.6074493119332943,0.07972173300645147,0,0,0.24678354235210798
30.006001200240046,0.49567666892289763,0.15239489386838745,0,0,0.7599083232940891
32.00640128025605,0.37848041654561404,0.4148824571234393,0,0.495981908038655,0
34.00680136027205,0.4928737116966606,0,0.052686292095044954,0.2531141350287952,0.6172697093314393
36.00720144028806,0.5337966402317545,0.2958654035800556,0.4631614256669847,0.4380950162508038,0
38.00760152030406,0.11634800629223163,1.007029059799844,0.7158545820350711,0.24552942605271885,0
40.008001600320064,0.42414920529937994,0,0.08841378339776386,0.000770403859329763,0.25918469517601883
42.008401680336064,0,1.782227758877595,0.08632812468738366,0,0.007560593707830306
44.00880176035207,0.5779507100751602,0,0,0.6745699924682563,0.8083133298010862
46.00920184036807,0,0.7548944104867457,0.004682512959192475,0,0
48.00960192038407,0.4439067012100872,1.026108983624602,0.21587293562526744,0.2358305109638579,0
50.01000200040008,0.40267068389548677,0.1389839390782516,0.3297484011627798,0.30485956639933925,0.0738192042571262
52.01040208041608,0.5690810903387482,0.4994909539721377,0,0,0.7819776746862234
54.010802160432085,1.6059930256807409,0.3547072802010751,0,0,0.34999145964891076
56.011202240448085,0.6418208074738799,0,0.25895684480169756,0.5344290314649307,0.8477868665710904
58.01160232046409,0,0.7702131679097216,0,0.7351417848320686,0
60.01200240048009,0.24171433573497964,0,0,0.22836106616480273,0.4926450117391956
62.0124024804961,1.2212227488063097,0.2537398637855374,0.3373088988790961,0.41253085313240184,0.2446977576679277
64.0128025605121,0.60176594641029,0,0.15135979502926622,0.4114487215187469,0.3795978352910255
66.0132026405281,0.5409576904825736,0.3012245841280872,0.2581742604491165,0,0.18946203637844772
68.0136027205441,0.16301918147047645,0.19485479209988238,0.2911870707713349,0.3212332945719568,0.027038517375229998
70.0140028005601,0.5445343066231171,0.9721078221646084,0,1.151002822481165,0
72.01440288057611,0.9328996190899685,0.35570145870218184,0.43004419847431297,0,0
74.01480296059212,0.8204577330259734,1.1576755702915071,0.025093635010724147,0.9601443242006692,0
76.01520304060811,1.2954906875383365,0.4137389171439901,0,0.08156258732827706,0.21288231150032955
78.01560312062412,0.5394793837968059,0.49279700685792505,0.9297168046067625,0.0027812518441814593,0
80.01600320064013,0.09825220673863866,0,0.58965171022572,0,0
82.01640328065612,0.04280088547605243,1.005981298472464,0,0,0
84.01680336067213,0.9186961839435961,0.6819843074495647,0.9235660223468071,1.0884881893239653,0.5758224311945404
86.01720344068814,1.881480270421112,0,0.49246346560631293,0.35318700725204133,0.9628614547110725
88.01760352070414,1.0513818618223552,0.256419196802212,1.0117850753584758,0.9823616542547702,0
90.01800360072014,1.4729046932505794,0.46158180576947505,0,0,0.9492470784272012
92.01840368073614,0,1.2666102417140477,0.15484559684584237,0,0
94.01880376075215,0.9439499385135354,0.557361538931282,0,0.37404633215175154,0.08899638144821799
96.01920384076814,0.5065477978925494,0.2868258818309954,0,0.8305888393266857,0.09409664221076466
98.01960392078415,0.8181236385004669,0.5459904637349269,0,0.67515340572469,0.31241688573494625
100.02000400080016,2.045213692820064,0.5711437970297283,0.2454490208663204,0.030206688940408233,0.3576402623535025
102.02040408081616,0.8356650696441207,0.08186255157507594,0,0,0
104.02080416083216,1.1927457255829417,0,0.32061040082528414,0.10005863118083864,0.07040685281235133
106.02120424084816,1.4535246976026581,0,0.3028966279802176,0.6417782175173206,0.013747201244090929
108.02160432086417,1.0281911353756077,0.6406776802976268,0.720194969098161,0.43858817775520215,0.31562939083731417
110.02200440088018,1.7163767649891009,0,0.17300235750451082,0.4026288032331752,0.37861731038240143
112.02240448089617,1.0572453586603079,0,0.4530924277586924,0.5896869720431253,0
114.02280456091218,1.2004115576496135,0.8066283448791296,0.631644348842088,0,0.25005174016979065
116.02320464092818,1.509214395150765,0.9747116783473053,0.9094320088748042,0,0.7833866692331607
